student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
3850,17.16,Male,High School,4.06,2.32,3.33,1.48,0.93,6.78,0.44,Good,5.53,20.57,0.0,21.96,24.33
3851,20.4,Male,High School,1.43,3.69,3.07,3.12,1.85,9.19,9.55,Poor,5.52,0.0,14.49,15.0,24.47
3852,17.67,Female,High School,8.35,2.48,0.34,0.26,1.47,5.57,6.02,Average,4.76,21.19,0.62,50.65,75.92
3853,21.9,Female,High School,0.8,2.21,4.51,4.41,3.05,8.73,7.04,Good,6.73,4.74,39.0,11.35,13.45
3854,23.13,Female,High School,4.08,1.18,3.03,3.28,2.17,7.69,5.28,Good,2.86,14.84,1.38,23.2,53.31
3855,19.87,Other,High School,0.74,2.03,2.93,2.17,0.19,5.79,7.97,Poor,6.54,10.36,19.47,7.99,22.64
3856,18.33,Male,High School,3.27,2.9,3.55,0.0,2.27,8.28,3.74,Poor,7.48,11.82,0.6,32.39,56.19
3857,17.92,Other,High School,0.0,1.16,1.02,5.11,1.57,6.79,8.11,Average,7.04,0.0,16.0,7.69,0.0
3858,19.34,Male,High School,2.31,2.2,0.0,2.0,1.29,7.3,7.12,Good,1.48,20.71,0.0,22.35,30.13
3859,22.3,Other,High School,3.47,1.55,0.25,4.85,2.87,5.3,12.23,Good,3.78,19.66,47.9,10.95,21.04
3860,15.79,Other,High School,3.83,3.06,0.28,3.35,1.98,5.21,2.94,Good,2.0,1.75,7.99,10.86,38.02
3861,16.08,Female,High School,8.27,1.92,1.93,0.66,0.0,8.39,4.77,Poor,5.87,26.86,0.0,48.54,84.98
3862,16.08,Female,High School,8.35,1.5,1.76,3.2,2.06,7.21,10.76,Good,6.23,15.95,31.81,40.06,55.92
3863,18.48,Male,High School,3.36,2.65,2.34,5.86,0.29,6.8,4.87,Good,7.31,0.0,30.79,1.08,32.04
3864,20.96,Female,High School,4.85,0.65,1.49,3.68,2.05,6.63,7.96,Good,6.98,13.66,35.51,17.83,41.33
3865,19.59,Female,High School,5.43,3.33,1.94,2.99,3.37,6.02,7.37,Good,4.16,15.24,24.92,35.52,40.56
3866,21.05,Male,High School,1.34,2.55,2.43,0.57,3.56,8.33,6.19,Poor,10.15,11.68,14.71,23.13,25.76
3867,17.38,Other,High School,3.57,1.84,0.0,5.46,0.0,7.76,3.65,Good,6.18,20.22,0.49,24.04,34.07
3868,19.28,Female,High School,3.32,2.61,0.0,1.87,0.99,8.91,7.19,Good,6.19,11.96,0.18,23.39,35.12
3869,18.51,Other,High School,6.22,4.02,0.7,4.57,2.93,7.32,7.95,Good,5.42,13.36,31.17,36.87,66.23
3870,15.47,Male,High School,4.66,3.35,3.3,4.2,3.45,6.75,10.6,Good,4.74,15.82,29.08,21.14,23.28
3871,16.77,Female,High School,5.82,3.67,0.0,0.0,2.24,8.21,6.45,Average,1.44,25.87,0.0,27.43,28.12
3872,17.49,Male,High School,8.8,1.93,0.89,3.07,1.6,8.16,4.59,Poor,4.53,23.88,0.06,44.81,71.43
3873,22.05,Male,High School,5.78,3.65,1.67,0.27,1.8,7.21,6.77,Average,5.02,26.97,0.0,29.6,62.41
3874,20.14,Male,High School,7.46,1.33,2.47,1.49,2.42,6.43,6.07,Good,7.74,12.3,8.16,47.66,67.13
3875,18.75,Female,High School,2.25,4.17,3.84,2.76,1.54,5.81,5.82,Good,6.59,7.96,27.44,11.83,18.82
3876,17.85,Other,High School,5.03,1.0,4.15,3.52,0.17,7.01,7.73,Poor,0.61,11.45,33.12,24.3,34.24
3877,16.36,Female,High School,3.29,2.81,3.25,6.43,1.98,6.06,10.17,Good,4.9,0.0,36.29,9.67,28.11
3878,19.83,Other,High School,9.48,1.83,0.0,2.64,2.2,5.62,6.32,Good,4.51,21.68,14.78,48.17,68.1
3879,20.06,Other,High School,4.37,1.44,2.05,3.21,0.0,8.03,6.22,Poor,7.04,16.39,1.81,35.31,44.25
3880,15.76,Other,High School,4.57,1.05,1.57,3.24,3.14,7.72,4.78,Good,1.24,7.54,11.23,18.24,27.73
3881,19.11,Other,High School,2.81,1.3,2.38,3.98,1.59,9.44,6.47,Poor,8.76,0.0,17.22,23.65,64.55
3882,19.06,Other,High School,6.24,2.41,2.7,2.23,2.83,7.46,4.29,Poor,5.69,22.75,13.58,26.79,50.47
3883,20.22,Other,High School,3.62,3.05,1.92,4.81,0.26,7.02,2.84,Average,1.69,8.86,12.29,0.74,8.84
3884,18.75,Other,High School,4.45,1.98,1.1,4.27,0.0,9.49,7.79,Average,3.34,14.29,0.0,16.14,56.92
3885,24.17,Other,High School,9.2,1.35,3.11,0.43,2.66,9.56,3.78,Poor,3.34,34.07,0.0,44.08,78.82
3886,16.91,Female,High School,5.66,2.19,0.0,6.57,3.68,6.45,1.08,Good,2.33,12.13,15.44,21.5,61.95
3887,17.2,Female,High School,8.11,4.28,1.31,1.18,0.0,8.47,10.31,Average,8.67,28.69,0.57,40.51,82.6
3888,14.98,Other,High School,3.17,2.73,2.8,5.5,1.82,8.85,4.75,Poor,3.26,4.12,18.02,13.03,15.42
3889,22.97,Other,High School,6.65,2.6,2.36,1.99,1.87,9.45,7.35,Good,3.43,28.71,17.95,39.48,42.47
3890,19.46,Other,High School,4.22,0.75,1.04,3.6,1.68,6.13,1.45,Poor,7.93,24.67,7.75,25.54,51.9
3891,19.2,Female,High School,1.81,1.7,2.55,1.52,3.87,7.55,3.51,Good,6.07,6.39,0.03,23.28,31.31
3892,17.89,Male,High School,5.29,0.94,1.64,3.64,0.71,7.62,9.27,Poor,7.53,18.1,1.86,31.99,69.42
3893,21.03,Female,High School,3.54,1.44,0.11,2.11,2.41,6.51,5.35,Average,2.46,0.09,0.0,11.73,16.68
3894,23.89,Male,High School,4.55,3.29,3.54,1.8,2.39,7.79,8.49,Good,10.91,7.98,19.51,25.51,31.27
3895,15.88,Other,High School,5.15,0.96,0.26,2.36,2.16,4.33,3.21,Good,9.36,24.18,4.04,35.56,53.66
3896,22.34,Female,High School,3.98,1.58,0.0,3.66,0.0,8.59,7.82,Average,10.14,4.03,0.0,30.75,21.84
3897,23.19,Other,High School,7.08,3.64,3.27,2.39,0.93,9.77,4.41,Good,6.9,24.65,0.0,30.78,59.69
3898,19.22,Female,High School,0.16,0.85,2.33,3.84,1.31,6.69,4.73,Average,4.37,0.0,25.47,10.78,3.58
3899,17.52,Other,High School,1.6,1.43,1.78,3.97,0.38,7.65,4.8,Good,7.55,0.25,0.0,19.96,22.81
3900,24.73,Other,High School,3.14,3.12,0.77,4.25,2.44,5.43,3.22,Good,1.99,3.99,7.11,4.11,2.4
3901,17.47,Female,High School,5.82,2.07,2.42,4.9,1.65,7.48,7.07,Poor,4.43,21.47,32.25,21.19,50.68
3902,17.06,Female,High School,6.89,2.96,1.55,1.35,1.77,7.94,5.59,Average,4.82,13.35,1.18,37.25,42.76
3903,17.13,Male,High School,2.28,3.67,3.54,1.8,2.59,6.42,3.27,Good,6.04,9.26,10.15,21.65,31.54
3904,15.72,Other,High School,1.51,0.5,0.95,2.64,3.76,5.46,8.32,Good,3.39,0.0,22.78,12.66,13.68
3905,16.83,Female,High School,4.42,1.72,1.36,4.93,0.7,4.92,3.11,Poor,4.04,0.0,19.33,28.29,40.29
3906,22.34,Other,High School,3.11,1.86,1.39,1.97,1.5,7.54,6.32,Poor,3.31,14.45,15.01,19.15,25.67
3907,22.51,Other,High School,3.86,1.86,1.65,2.27,0.53,9.95,3.95,Good,2.41,12.28,0.0,23.1,19.11
3908,15.97,Other,High School,5.51,4.59,1.23,2.43,1.48,5.88,4.53,Good,3.21,19.71,3.42,32.09,41.53
3909,16.58,Other,High School,4.4,1.61,2.06,2.65,1.55,5.97,8.99,Good,6.7,14.26,5.32,31.12,58.67
3910,20.35,Male,High School,6.77,1.34,2.16,0.2,1.03,8.9,4.92,Good,8.96,34.21,11.67,42.75,55.74
3911,20.58,Female,High School,6.6,1.16,1.49,3.75,1.55,7.68,9.82,Average,0.88,15.02,8.02,25.73,40.64
3912,20.95,Other,High School,5.98,3.03,2.27,4.22,3.82,8.49,3.06,Average,5.66,14.55,15.86,26.04,40.72
3913,19.04,Female,High School,7.42,2.36,1.81,3.67,0.0,6.04,5.31,Average,6.85,26.94,16.01,36.46,84.11
3914,19.05,Male,High School,5.14,3.09,3.14,1.13,0.0,7.53,6.97,Good,2.04,21.89,11.19,21.56,42.26
3915,18.79,Female,High School,6.41,1.49,4.57,2.66,1.69,5.72,6.76,Poor,3.43,20.81,12.95,34.24,56.37
3916,18.37,Female,High School,4.07,0.61,1.98,4.94,1.98,6.79,6.25,Good,7.84,12.18,25.87,27.12,48.82
3917,22.15,Other,High School,7.73,0.27,0.72,0.0,1.1,7.77,9.41,Average,3.87,25.57,1.1,36.0,46.27
3918,21.49,Other,High School,6.21,2.71,3.18,2.12,1.81,6.59,5.85,Average,10.44,15.08,15.22,31.06,61.36
3919,19.36,Other,High School,8.86,4.07,0.65,5.7,1.53,5.67,5.25,Good,5.02,25.9,0.16,40.63,59.3
3920,21.48,Female,High School,6.43,3.03,0.61,3.15,0.78,9.81,1.89,Poor,5.71,31.73,0.0,32.29,63.54
3921,16.74,Other,High School,7.46,0.7,0.96,3.25,1.39,8.36,10.19,Average,2.67,19.88,7.71,38.66,58.4
3922,24.99,Female,High School,5.53,2.13,2.79,0.06,0.0,7.29,11.47,Good,9.39,18.26,9.46,45.27,65.57
3923,24.12,Male,High School,4.73,0.49,4.77,2.1,2.1,7.11,6.31,Average,1.98,9.33,29.37,18.15,51.7
3924,23.93,Other,High School,0.7,1.51,1.02,4.34,1.28,7.01,6.18,Good,10.35,0.03,23.07,14.77,14.82
3925,17.06,Other,High School,4.74,2.26,2.05,3.83,2.9,5.73,2.48,Good,1.57,17.67,23.02,24.52,29.84
3926,17.71,Other,High School,7.92,0.4,2.23,4.56,2.42,6.66,5.8,Poor,3.25,18.27,19.82,28.75,58.68
3927,20.43,Male,High School,5.91,1.03,2.9,0.74,1.33,7.09,4.35,Good,8.36,24.88,2.39,46.87,89.85
3928,19.57,Female,High School,1.4,2.09,2.14,5.12,0.0,7.18,11.37,Good,6.25,0.43,26.24,2.33,9.18
3929,23.1,Male,High School,0.0,1.69,2.38,2.78,0.05,7.74,5.99,Average,8.05,0.94,10.22,0.43,24.07
3930,18.83,Male,High School,2.49,4.0,0.58,2.57,0.0,6.14,12.1,Good,5.58,5.76,8.7,14.46,24.72
3931,19.37,Male,High School,2.56,2.49,3.58,5.87,3.03,6.28,6.71,Average,10.09,4.49,24.03,20.83,26.7
3932,20.13,Other,High School,3.51,2.78,2.22,1.46,2.65,6.54,5.56,Poor,1.29,7.88,22.6,17.5,28.24
3933,20.33,Other,High School,6.62,1.7,1.97,3.31,2.36,6.9,12.74,Good,10.58,23.47,31.51,37.77,58.19
3934,21.22,Male,High School,2.66,2.75,2.65,3.55,2.26,7.12,5.47,Poor,1.51,15.6,13.55,11.32,18.44
3935,18.12,Female,High School,3.94,1.96,2.67,3.63,1.21,6.98,12.46,Poor,2.65,20.47,33.84,21.1,35.15
3936,18.26,Female,High School,0.01,0.0,1.28,4.97,0.0,8.57,9.35,Good,8.84,0.0,10.03,3.32,17.85
3937,18.75,Other,High School,6.17,1.37,2.43,6.12,3.49,8.94,6.8,Average,6.0,16.54,29.85,33.96,64.86
3938,16.83,Female,High School,1.52,2.43,0.3,3.95,1.91,5.63,8.78,Poor,8.16,2.69,16.39,11.41,45.64
3939,21.15,Male,High School,2.75,1.7,1.49,3.99,1.25,7.24,6.68,Good,1.78,6.06,4.95,14.28,23.41
3940,21.77,Other,High School,1.94,3.01,3.44,1.67,1.8,9.09,6.64,Poor,2.66,0.24,21.87,11.44,29.67
3941,24.74,Other,High School,5.0,3.44,2.89,1.25,3.31,7.15,10.85,Good,6.25,5.75,16.16,21.1,42.18
3942,19.47,Female,High School,5.1,2.08,2.13,2.1,3.26,5.37,5.4,Good,4.23,8.35,14.43,26.99,22.37
3943,19.88,Other,High School,5.79,0.7,0.85,0.38,3.25,7.61,6.47,Average,1.53,25.19,0.76,36.23,64.53
3944,19.58,Female,High School,3.04,2.83,3.74,0.97,1.79,6.6,4.79,Average,0.25,5.05,14.83,16.45,31.34
3945,21.29,Female,High School,8.42,0.0,0.96,5.02,2.65,7.94,7.07,Poor,6.54,31.24,10.51,35.48,61.7
3946,21.51,Female,High School,3.06,1.87,3.87,3.11,1.53,6.53,6.47,Poor,4.85,3.87,26.25,20.53,17.42
3947,16.64,Male,High School,3.04,3.73,1.13,5.23,1.6,7.67,4.23,Poor,1.87,12.38,12.78,10.54,6.15
3948,20.66,Other,High School,0.0,1.88,0.75,1.46,1.8,6.52,5.04,Average,0.0,0.0,0.0,2.23,3.88
3949,23.13,Female,High School,4.08,1.18,3.03,3.28,2.17,7.69,5.28,Good,2.86,14.84,1.38,23.2,53.31
3950,20.85,Other,High School,0.0,0.0,0.86,2.67,2.02,8.68,0.75,Average,6.62,0.36,0.0,2.56,10.21
3951,22.02,Female,High School,2.75,0.97,2.53,0.0,0.61,6.88,9.79,Good,2.51,0.0,1.44,18.32,33.57
3952,14.9,Other,High School,4.14,2.81,2.5,1.68,0.02,6.69,8.08,Average,8.17,18.51,13.73,14.14,34.62
3953,18.72,Other,High School,1.74,1.36,3.28,2.09,0.51,6.3,11.38,Good,7.43,3.57,25.54,17.55,16.23
3954,19.6,Female,High School,3.2,1.36,2.29,4.47,3.07,5.34,1.22,Good,1.87,11.0,24.59,5.08,17.18
3955,19.39,Other,High School,4.86,5.01,1.42,5.91,0.0,6.67,3.42,Poor,9.73,18.6,1.58,32.24,37.99
3956,20.39,Female,High School,6.23,2.57,1.7,2.72,1.65,7.67,4.19,Average,6.07,22.12,2.78,33.52,55.1
3957,22.5,Female,High School,3.96,2.56,1.25,2.57,0.4,8.3,7.94,Average,9.65,12.25,23.47,21.22,41.64
3958,18.28,Other,High School,5.32,2.97,0.62,4.38,1.97,8.32,5.86,Poor,9.82,16.51,0.12,33.93,57.59
3959,22.48,Male,High School,7.23,4.5,2.73,4.03,0.0,7.14,8.48,Average,0.7,24.89,16.74,23.91,42.79
3960,19.76,Male,High School,4.79,1.9,1.36,2.27,1.96,6.4,3.7,Average,6.25,24.5,0.0,25.03,46.72
3961,17.87,Female,High School,6.88,0.0,1.71,6.29,1.17,7.89,8.99,Average,3.51,18.03,25.63,32.6,48.79
3962,21.04,Female,High School,3.33,1.09,1.61,3.88,2.29,7.64,12.18,Average,9.77,5.54,17.69,27.36,39.26
3963,24.43,Other,High School,5.35,2.2,1.62,1.83,2.14,6.02,4.89,Average,5.63,5.05,12.08,22.93,52.96
3964,24.48,Female,High School,2.98,0.21,2.0,2.36,0.0,8.34,5.52,Poor,0.97,8.17,1.33,22.01,31.06
3965,23.49,Female,High School,6.0,1.03,3.16,0.12,1.35,6.42,3.53,Good,7.31,18.37,6.29,37.93,54.79
3966,16.44,Other,High School,4.03,2.25,2.04,2.36,0.36,6.79,7.85,Average,6.03,19.15,18.79,24.0,48.38
3967,20.69,Other,High School,3.97,1.48,3.75,1.92,0.0,9.24,4.1,Good,8.32,10.03,6.73,28.09,30.73
3968,19.83,Other,High School,9.48,1.83,0.0,2.64,2.2,5.62,6.32,Good,4.51,21.68,14.78,48.17,68.1
3969,19.44,Male,High School,5.9,2.03,0.4,0.54,1.89,9.37,7.57,Good,6.69,19.04,0.0,41.73,59.99
3970,18.28,Other,High School,9.75,1.74,4.08,4.44,1.33,7.96,3.23,Good,8.16,25.75,0.78,48.88,82.69
3971,19.75,Female,High School,6.06,1.07,0.0,3.3,2.77,8.33,2.64,Good,9.14,16.79,0.66,31.39,51.62
3972,17.37,Male,High School,6.2,2.81,4.16,2.55,2.11,5.9,12.09,Average,5.41,20.21,36.8,30.38,64.54
3973,21.35,Female,High School,5.81,2.13,1.75,4.02,2.09,5.74,7.71,Poor,3.44,13.45,25.35,13.96,37.63
3974,16.66,Female,High School,3.83,1.63,2.63,0.94,2.28,6.81,4.13,Good,9.85,7.2,5.9,31.41,49.45
3975,15.92,Male,High School,3.86,0.93,1.31,3.81,0.14,8.94,3.36,Poor,8.07,11.58,0.0,29.0,36.72
3976,19.12,Other,High School,1.72,3.17,1.47,3.87,2.39,8.7,6.64,Poor,7.83,6.31,5.16,18.58,7.21
3977,18.28,Other,High School,9.75,1.74,4.08,4.44,1.33,7.96,3.23,Good,8.16,25.75,0.78,48.88,82.69
3978,23.6,Other,High School,5.08,0.34,2.09,1.19,3.24,10.07,3.17,Average,6.8,20.42,0.05,39.33,63.92
3979,18.79,Male,High School,8.3,3.7,2.97,5.72,1.32,8.44,3.55,Good,7.71,26.99,10.19,37.91,66.65
3980,20.58,Female,High School,2.68,3.85,0.0,6.22,1.33,5.64,8.16,Poor,2.13,7.02,25.69,1.76,30.5
3981,18.43,Male,High School,1.93,1.26,2.49,1.83,1.75,5.94,5.21,Good,5.04,10.78,1.47,18.45,15.21
3982,17.81,Other,High School,4.62,2.29,1.38,4.2,2.63,5.21,5.88,Average,4.06,15.03,21.97,11.48,34.77
3983,22.92,Other,High School,7.63,1.35,1.09,3.46,2.19,7.71,7.74,Average,5.07,10.7,20.26,41.7,61.96
3984,16.35,Other,High School,6.37,0.0,0.51,2.49,1.37,6.82,4.93,Poor,4.14,15.37,9.97,38.69,54.67
3985,20.39,Female,High School,6.23,2.57,1.7,2.72,1.65,7.67,4.19,Average,6.07,22.12,2.78,33.52,55.1
3986,18.61,Female,High School,4.09,2.04,0.78,3.91,2.22,6.68,8.6,Average,2.06,7.15,20.43,18.36,17.14
3987,19.59,Female,High School,5.43,3.33,1.94,2.99,3.37,6.02,7.37,Good,4.16,15.24,24.92,35.52,40.56
3988,19.49,Female,High School,1.59,2.95,2.55,4.38,1.91,7.76,8.16,Average,9.74,9.34,20.21,9.01,18.33
3989,20.8,Other,High School,9.88,3.02,2.93,3.45,0.68,7.18,5.94,Good,8.48,28.93,25.12,49.8,79.47
3990,19.32,Other,High School,8.25,0.93,0.15,0.0,0.61,8.68,6.33,Poor,1.91,21.17,0.0,38.05,72.17
3991,16.41,Male,High School,2.56,4.56,1.68,3.89,1.78,8.66,7.7,Average,1.21,9.38,24.3,16.59,25.08
3992,17.03,Male,High School,5.24,1.91,0.23,5.0,0.48,5.21,10.09,Average,4.79,12.52,12.21,22.49,45.15
3993,17.85,Other,High School,2.85,1.7,2.98,2.36,1.95,7.78,9.11,Poor,3.4,13.89,22.85,8.69,5.33
3994,15.14,Male,High School,3.32,3.31,3.78,2.92,0.0,5.95,8.3,Average,10.07,10.08,27.2,16.86,23.82
3995,22.37,Other,High School,4.54,1.43,1.8,3.24,0.25,7.44,7.14,Good,2.99,22.41,49.92,23.08,22.33
3996,15.86,Other,High School,5.31,1.3,2.26,2.04,1.85,6.54,0.81,Average,9.92,20.35,2.98,30.01,54.17
3997,19.31,Other,High School,5.39,1.77,2.3,4.83,1.6,6.19,5.3,Good,4.38,19.96,6.22,30.08,30.5
3998,16.84,Male,High School,3.37,2.58,3.86,3.48,1.41,6.58,6.89,Good,4.13,12.67,23.7,6.59,12.19
3999,16.24,Other,High School,6.15,2.14,5.22,2.54,0.93,8.23,8.68,Good,8.87,14.0,27.86,32.08,54.46
4000,20.65,Female,High School,6.11,4.15,1.57,3.99,0.0,5.9,6.86,Average,10.57,28.61,17.79,33.92,59.52
4001,18.46,Other,High School,3.23,1.35,1.05,1.17,0.74,8.27,7.06,Poor,6.81,19.52,0.0,30.18,37.1
4002,22.86,Female,High School,1.9,2.28,3.45,1.42,0.75,7.88,3.82,Good,2.31,18.51,0.04,14.8,12.83
4003,18.32,Female,High School,7.26,0.0,1.53,2.76,0.98,5.44,8.01,Poor,3.12,25.77,12.81,25.9,36.53
4004,21.23,Other,High School,0.95,2.36,1.36,3.81,2.03,5.55,7.07,Poor,3.99,0.0,23.29,0.86,1.39
4005,20.44,Female,High School,4.15,3.08,0.0,4.27,0.2,8.18,2.74,Poor,6.35,14.54,0.0,11.57,31.67
4006,23.93,Female,High School,5.27,3.4,0.26,3.42,3.97,6.09,0.79,Good,8.39,18.31,7.45,24.84,51.15
4007,22.87,Female,High School,5.29,1.23,1.62,2.41,1.28,5.51,5.42,Good,0.81,10.42,8.6,26.81,28.47
4008,17.94,Female,High School,6.8,2.13,3.12,2.93,0.81,7.69,6.64,Average,3.7,22.04,8.75,35.56,37.73
4009,17.39,Female,High School,3.57,0.82,3.41,2.93,2.33,7.77,3.23,Average,7.02,16.49,12.32,29.08,56.61
4010,19.15,Female,High School,3.43,4.37,1.98,3.97,0.65,8.26,6.41,Good,9.59,24.78,15.67,22.89,25.25
4011,17.4,Other,High School,4.72,3.22,1.98,1.66,1.0,6.28,10.7,Poor,10.45,29.65,29.46,33.25,58.88
4012,15.68,Other,High School,5.51,2.99,2.54,1.99,2.55,5.11,5.52,Poor,8.28,13.59,0.0,23.22,54.5
4013,18.97,Female,High School,6.76,3.4,3.49,1.23,0.87,6.75,2.26,Average,2.6,21.95,2.82,26.37,34.05
4014,18.06,Male,High School,7.27,3.25,2.45,1.91,1.05,4.59,5.7,Poor,7.97,21.35,23.86,40.1,59.76
4015,17.75,Male,High School,3.05,0.81,1.72,1.91,2.33,8.72,2.27,Poor,6.9,12.05,1.78,31.7,39.97
4016,21.54,Other,High School,2.76,0.85,2.43,5.31,1.56,6.7,7.95,Average,1.01,3.88,18.28,2.58,7.63
4017,24.21,Other,High School,7.4,0.55,3.42,5.97,0.65,7.59,4.5,Poor,1.86,28.88,23.86,17.36,39.61
4018,16.34,Male,High School,3.8,1.4,3.81,1.61,1.51,5.78,10.1,Average,10.14,10.01,33.05,32.9,48.32
4019,23.6,Female,High School,8.75,0.19,0.76,1.8,0.0,8.36,2.81,Good,9.89,17.39,0.65,50.53,59.02
4020,18.3,Female,High School,4.33,3.51,1.37,3.94,2.05,7.37,7.69,Poor,8.31,14.56,1.32,34.17,38.22
4021,17.01,Male,High School,3.63,1.43,2.2,1.51,0.0,4.65,6.29,Poor,1.93,15.6,10.57,12.19,17.77
4022,24.43,Other,High School,5.35,2.2,1.62,1.83,2.14,6.02,4.89,Average,5.63,5.05,12.08,22.93,52.96
4023,21.02,Female,High School,7.97,1.48,1.46,1.82,1.14,7.33,8.06,Good,4.15,30.16,5.64,50.69,55.74
4024,17.81,Female,High School,3.55,1.65,0.97,2.71,0.77,6.83,8.71,Average,3.36,6.72,0.51,23.46,47.91
4025,16.1,Male,High School,5.89,1.29,2.4,0.01,0.68,6.0,4.54,Good,2.43,20.57,6.74,24.9,43.36
4026,15.88,Other,High School,5.15,0.96,0.26,2.36,2.16,4.33,3.21,Good,9.36,24.18,4.04,35.56,53.66
4027,18.69,Other,High School,4.85,0.7,2.59,5.03,0.0,4.9,11.66,Average,9.09,11.76,35.88,24.75,63.18
4028,20.65,Other,High School,5.26,1.15,0.32,3.1,0.9,7.47,4.12,Average,1.18,12.73,1.88,23.48,33.54
4029,19.75,Other,High School,3.91,2.72,2.01,1.88,0.02,6.6,1.36,Average,2.33,15.04,0.0,18.65,35.57
4030,18.51,Male,High School,2.35,1.2,1.01,3.48,0.0,6.28,6.75,Poor,4.11,5.45,0.0,7.23,19.21
4031,16.6,Other,High School,2.57,0.86,0.47,3.06,0.0,5.74,10.11,Poor,4.96,10.03,22.78,9.53,30.12
4032,24.81,Other,High School,5.59,2.46,2.22,0.03,1.66,6.07,10.6,Good,5.11,23.99,0.13,45.29,64.04
4033,20.93,Other,High School,1.37,0.0,2.36,3.04,4.02,6.15,6.39,Average,6.95,5.64,16.52,6.81,8.32
4034,21.84,Other,High School,5.76,3.09,1.78,3.52,1.09,7.94,8.03,Good,1.06,30.0,12.47,37.83,55.55
4035,14.85,Female,High School,2.19,2.51,1.54,1.58,2.05,3.4,2.84,Average,8.4,13.71,21.68,17.05,37.08
4036,21.28,Other,High School,4.6,4.57,2.18,3.91,0.19,5.78,10.0,Average,4.77,17.3,14.11,27.31,60.75
4037,18.99,Female,High School,6.76,1.85,1.34,4.32,0.84,7.85,7.76,Good,10.33,19.45,19.62,39.48,48.14
4038,17.3,Other,High School,8.01,1.68,0.16,7.01,2.4,6.87,7.21,Poor,5.13,23.18,13.68,30.56,67.88
4039,16.99,Other,High School,0.05,0.0,2.93,0.2,2.79,7.3,7.83,Average,3.63,3.24,13.07,1.81,14.64
4040,21.64,Female,High School,4.87,2.53,0.16,1.89,1.94,9.07,1.85,Average,8.21,15.38,0.0,35.73,63.27
4041,18.52,Male,High School,7.04,4.11,2.89,2.82,1.59,8.86,0.76,Average,9.31,28.93,0.48,42.71,59.17
4042,22.63,Other,High School,5.71,1.06,1.53,2.73,0.8,7.9,10.93,Average,2.86,13.83,9.88,23.56,35.93
4043,21.35,Other,High School,4.97,2.71,2.83,2.33,2.56,7.54,12.69,Good,4.9,17.14,30.81,27.7,49.04
4044,18.63,Male,High School,0.15,0.98,0.72,1.48,3.64,6.06,6.64,Good,9.51,0.11,6.61,14.78,20.35
4045,22.7,Male,High School,5.13,1.24,2.85,1.64,0.94,9.32,5.24,Poor,8.78,21.44,0.2,36.94,66.01
4046,17.12,Other,High School,2.72,3.38,1.9,4.17,1.71,6.51,10.31,Good,7.8,16.4,19.64,14.8,26.85
4047,15.67,Female,High School,2.39,2.24,2.9,4.71,1.24,5.87,8.72,Poor,9.43,4.08,28.54,7.96,15.69
4048,19.1,Other,High School,3.83,2.22,1.94,3.41,1.72,7.78,7.7,Average,6.24,8.43,17.79,16.13,36.7
4049,15.23,Female,High School,3.24,1.63,3.32,1.12,2.4,5.67,8.69,Poor,5.18,16.65,26.36,28.41,34.17
4050,16.88,Male,High School,3.14,0.88,1.61,2.95,3.02,8.22,6.85,Good,3.2,4.47,15.76,10.23,13.36
4051,19.57,Female,High School,6.54,1.63,3.79,6.45,1.93,6.29,7.28,Poor,5.51,17.89,35.1,29.62,63.8
4052,17.33,Other,High School,2.42,3.52,1.41,0.78,0.55,6.67,7.39,Good,7.13,11.47,0.0,22.65,46.3
4053,18.62,Male,High School,5.09,3.58,0.37,0.39,3.83,5.85,5.97,Poor,7.79,14.02,12.75,41.94,60.92
4054,20.2,Male,High School,0.0,3.37,1.32,2.53,0.96,5.44,8.54,Average,10.32,0.91,26.12,20.25,10.7
4055,16.28,Female,High School,6.55,2.14,0.0,1.79,2.08,8.42,7.71,Poor,5.99,29.46,0.0,38.95,62.95
4056,17.26,Other,High School,2.22,3.99,2.47,4.38,0.74,8.1,8.29,Good,4.46,13.46,26.03,12.28,25.28
4057,22.7,Other,High School,6.33,1.92,2.28,2.01,1.85,7.08,4.34,Average,9.25,13.77,0.88,44.43,42.84
4058,22.46,Other,High School,5.91,3.0,2.77,3.32,0.0,6.71,7.57,Good,5.39,11.23,27.0,30.69,39.19
4059,22.22,Female,High School,4.83,2.42,1.78,2.2,0.87,7.32,7.64,Good,2.09,18.09,4.96,28.25,31.09
4060,23.24,Other,High School,4.46,1.44,0.0,1.91,1.35,9.08,6.91,Poor,4.17,27.26,0.0,40.71,60.99
4061,16.28,Female,High School,4.23,0.0,1.77,2.44,2.43,6.01,2.44,Poor,9.48,12.41,6.39,27.63,44.96
4062,22.34,Female,High School,3.98,1.58,0.0,3.66,0.0,8.59,7.82,Average,10.14,4.03,0.0,30.75,21.84
4063,20.53,Male,High School,1.09,1.74,2.02,3.14,0.95,7.1,2.3,Poor,1.15,0.54,0.0,1.69,9.49
4064,18.37,Other,High School,2.42,0.49,1.48,2.58,0.2,6.6,7.02,Poor,4.28,1.31,0.0,12.44,13.98
4065,20.75,Female,High School,1.58,1.4,1.17,5.73,1.35,5.68,5.65,Poor,8.41,3.57,6.02,3.58,41.72
