student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
3818,19,Female,High School,5.57,1.21,2.84,2.83,2.43,4.9,3.35,82,481,0,1,Poor,2,18.39,27.16,25.26,37.108852634394225
3819,17,Male,High School,7.74,2.23,2.27,3.59,0.68,5.57,1.83,91,204,0,1,Good,10,23.24,11.23,44.77,67.99946509761968
3820,19,Male,High School,4.0,0.88,2.71,5.07,3.83,9.19,1.98,75,385,1,0,Poor,4,10.28,22.23,18.71,22.893821877507357
3821,17,Other,High School,6.09,2.66,2.15,2.98,2.48,7.46,1.0,123,0,0,1,Average,4,17.96,1.73,25.71,45.15913345814389
3822,17,Male,High School,3.46,3.93,1.24,0.0,1.67,6.46,8.38,86,202,1,0,Poor,1,14.85,16.45,16.79,24.11072479272533
3823,20,Female,High School,4.36,1.53,0.4,3.06,1.86,8.35,8.03,135,36,1,0,Average,3,16.06,13.54,20.26,38.20540251404119
3824,18,Female,High School,6.29,2.21,2.86,3.54,1.63,7.32,6.93,62,78,1,0,Average,4,21.97,8.84,34.95,37.02861727734689
3825,16,Other,High School,1.43,2.91,5.0,3.03,3.76,6.14,5.89,57,412,1,1,Average,1,0.0,42.14,1.0,5.255415886600696
3826,22,Male,High School,3.06,1.8,1.4,0.0,1.12,7.16,4.52,16,150,0,1,Good,3,21.11,0.0,23.25,15.739502540786306
3827,18,Male,High School,5.46,1.18,2.4,5.8,1.76,7.29,4.14,74,24,1,0,Average,4,7.03,13.98,27.48,25.675314255148436
3828,24,Female,High School,4.86,3.11,2.13,4.23,1.07,7.66,10.59,106,0,0,0,Good,6,19.38,17.04,31.07,45.60042792190425
3829,16,Female,High School,3.38,3.31,1.78,2.44,1.23,6.99,10.08,111,209,0,0,Poor,6,13.49,15.05,16.38,35.597753410002674
3830,23,Other,High School,6.56,3.09,1.89,2.79,1.75,6.92,5.65,20,335,0,0,Good,9,23.2,8.83,44.18,64.10805028082375
3831,16,Other,High School,7.82,2.17,1.83,5.97,0.41,9.0,2.69,77,204,1,0,Good,7,15.69,5.17,33.64,65.7395025407863
3832,20,Female,High School,2.75,1.44,3.46,3.99,2.04,6.61,1.32,150,377,1,1,Average,1,6.13,0.0,9.46,17.758759026477666
3833,22,Female,High School,4.91,2.42,1.56,3.88,1.66,7.02,7.53,121,189,1,0,Poor,7,4.71,21.1,31.63,46.73709548007489
3834,22,Other,High School,4.63,2.18,2.0,1.27,0.98,7.48,9.34,83,361,0,1,Poor,9,20.65,6.63,37.42,52.92859053222787
3835,20,Other,High School,0.74,3.74,1.2,2.52,2.04,8.77,1.0,60,42,0,1,Poor,10,4.81,0.0,9.27,16.943032896496387
3836,18,Other,High School,4.94,3.36,0.11,1.57,1.18,8.82,4.97,104,389,0,1,Average,8,13.14,0.0,35.63,42.43113131853436
3837,21,Female,High School,5.94,4.19,2.38,3.4,1.08,7.06,8.64,52,446,0,0,Poor,6,19.23,10.13,37.67,33.926183471516445
3838,17,Other,High School,8.53,2.41,2.82,0.15,3.47,6.59,4.6,69,88,0,1,Poor,7,31.05,0.0,52.49,67.22385664616209
3839,21,Other,High School,6.75,2.07,2.19,3.41,2.13,8.04,6.06,127,240,1,1,Good,7,15.86,9.38,36.48,56.405456004279216
3840,16,Male,High School,6.4,1.92,2.35,2.2,2.56,6.62,4.79,38,464,1,0,Good,5,19.39,29.92,33.4,41.14736560577694
3841,20,Male,High School,2.71,0.13,1.84,4.65,1.77,8.0,5.19,108,401,0,1,Poor,8,0.0,11.92,15.43,29.753944905054823
3842,19,Male,High School,4.67,1.06,1.78,3.7,1.77,6.49,2.53,56,129,1,0,Poor,1,17.96,9.69,23.68,16.7959347419096
3843,18,Female,High School,6.56,1.94,3.88,2.7,0.77,7.01,7.79,58,275,0,0,Poor,6,32.94,10.01,32.44,42.24391548542391
3844,24,Other,High School,9.59,0.0,3.04,0.98,1.49,9.69,3.82,66,194,1,1,Poor,3,33.73,0.0,43.32,68.28028884728538
3845,22,Male,High School,5.27,3.58,1.43,1.0,1.67,6.23,6.79,81,395,0,1,Poor,5,29.0,3.83,29.04,50.46803958277615
3846,25,Female,High School,7.02,3.3,2.57,3.92,0.29,7.49,10.16,117,101,0,1,Poor,5,30.52,37.64,27.47,45.199251136667556
3847,19,Female,High School,5.14,2.42,0.0,0.76,0.67,7.08,4.83,58,181,1,1,Good,1,18.64,0.0,27.26,38.04493179994651
3848,17,Male,High School,6.25,1.99,2.43,3.18,1.65,8.72,5.76,118,349,1,0,Average,9,16.89,0.0,38.39,51.872158331104565
3849,21,Other,High School,6.22,0.0,2.48,3.04,0.9,6.65,5.31,123,87,1,0,Poor,10,22.15,13.13,46.4,60.002674511901574
3850,18,Other,High School,4.08,0.5,4.09,6.57,3.47,7.31,1.33,63,347,1,0,Good,8,2.91,28.29,24.37,32.77614335383793
3851,21,Male,High School,4.2,0.0,3.7,3.91,0.0,8.82,10.03,96,0,0,1,Good,5,4.87,10.25,22.73,43.52768119818133
3852,19,Male,High School,6.68,3.38,3.12,0.88,2.93,7.85,4.47,41,76,0,1,Poor,2,25.4,6.86,35.84,53.34313987697246
3853,17,Male,High School,2.32,1.93,1.85,2.66,0.69,7.3,11.73,98,82,0,1,Good,6,0.0,30.63,21.16,34.2471248997058
3854,17,Female,High School,4.21,3.14,2.58,2.05,1.78,9.16,6.2,138,313,0,0,Average,9,15.42,7.55,34.47,35.19657662476598
3855,16,Female,High School,2.12,2.36,4.01,5.48,1.84,6.15,6.68,54,202,0,0,Average,8,12.15,32.36,12.46,20.928055629847552
3856,23,Other,High School,5.99,2.51,4.18,3.29,1.55,7.31,8.65,58,122,0,1,Average,5,19.99,33.06,24.0,45.10564322011233
3857,18,Female,High School,4.9,2.11,0.39,2.35,1.27,8.21,3.39,122,0,0,1,Poor,5,10.23,0.0,29.69,46.964428991709006
3858,21,Male,High School,7.84,2.48,0.0,3.72,2.05,8.87,5.84,65,411,1,1,Good,2,23.25,11.03,30.36,59.96255683337791
3859,18,Male,High School,2.28,3.42,2.04,5.44,1.36,6.82,4.74,17,221,1,0,Good,7,0.0,30.24,1.38,29.927788178657394
3860,24,Other,High School,3.3,1.8,2.53,1.63,2.65,7.32,3.96,104,395,1,0,Good,1,3.93,7.51,10.77,21.40946777213159
3861,20,Female,High School,1.43,3.02,4.87,3.42,0.76,6.27,7.45,85,127,1,1,Poor,4,7.8,23.41,8.8,15.004011767852369
3862,22,Male,High School,6.41,2.51,1.48,3.38,1.42,7.95,1.27,53,216,0,0,Poor,2,25.12,0.0,32.65,33.4581438887403
3863,23,Female,High School,4.52,1.05,2.71,3.62,2.68,7.61,4.85,150,153,1,1,Good,3,14.81,1.51,21.8,43.032896496389405
3864,17,Male,High School,1.73,1.98,0.16,3.94,2.21,7.38,5.47,103,259,0,1,Good,6,9.5,3.2,2.48,13.2522064723188
3865,23,Female,High School,6.4,3.03,1.05,2.71,1.77,10.0,5.53,0,414,0,0,Good,6,28.05,0.0,36.41,40.19791388071677
3866,16,Other,High School,5.17,2.43,1.2,3.15,2.53,8.33,1.7,150,328,1,1,Good,6,19.17,0.0,39.27,46.670232682535435
3867,21,Other,High School,4.84,1.98,2.13,2.48,0.27,5.5,12.03,141,106,1,1,Average,8,12.96,25.02,31.99,61.44691093875368
3868,17,Male,High School,5.16,3.54,1.05,3.82,2.26,6.75,8.22,74,226,0,1,Average,7,14.51,14.6,35.43,54.3327092805563
3869,18,Male,High School,4.71,0.62,1.83,1.54,2.48,8.08,7.6,82,0,0,0,Average,3,10.7,0.0,21.06,28.97833645359722
3870,16,Other,High School,5.26,1.84,3.42,4.25,3.05,6.62,6.25,110,309,1,0,Average,3,15.18,18.89,21.9,41.44156191495052
3871,22,Other,High School,5.28,1.9,3.1,1.02,0.88,7.11,9.79,57,212,1,1,Good,2,25.14,19.75,22.58,46.87082107515378
3872,18,Male,High School,4.52,1.76,2.28,3.67,0.78,6.61,6.52,31,260,1,0,Poor,2,14.19,30.02,14.82,40.612463225461354
3873,21,Other,High School,6.94,1.61,0.83,0.4,1.94,7.33,7.33,88,343,1,0,Average,3,25.34,0.0,38.01,45.77427119550681
3874,18,Male,High School,3.64,0.97,2.4,0.39,3.79,7.39,7.46,12,412,1,1,Good,8,13.49,19.88,29.61,56.60604439689756
3875,22,Female,High School,3.78,2.23,4.01,0.0,0.8,7.42,10.17,139,500,1,0,Good,3,16.41,9.42,24.85,38.07167691896229
3876,19,Other,High School,0.75,1.46,1.18,3.78,2.43,6.76,6.1,90,75,1,1,Good,3,6.07,14.59,1.0,20.15244717838994
3877,17,Female,High School,0.13,2.62,1.08,3.18,0.23,6.0,10.53,31,354,1,1,Average,6,5.25,17.91,3.07,4.426317197111527
3878,19,Other,High School,7.96,2.14,3.23,4.46,1.24,8.57,9.33,136,271,1,0,Good,5,24.73,27.65,38.1,53.089061246322544
3879,17,Female,High School,4.44,1.9,3.41,3.98,1.69,6.99,5.57,142,343,1,1,Average,6,11.41,24.31,27.07,44.022465899973255
3880,24,Male,High School,4.22,2.76,3.84,1.78,2.17,7.78,8.73,78,268,0,1,Good,10,7.3,21.08,25.73,28.63064990639208
3881,19,Male,High School,3.74,1.38,2.34,4.46,3.07,6.97,7.24,150,5,0,0,Good,1,3.76,29.72,1.19,11.527146295801014
3882,20,Female,High School,8.89,2.51,1.89,4.41,2.39,6.87,2.2,62,293,0,0,Average,6,24.56,15.78,49.66,66.96977801551216
3883,25,Male,High School,1.84,1.56,1.28,2.75,2.24,7.23,12.31,150,292,0,1,Good,1,0.0,9.1,8.44,10.44396897566194
3884,16,Female,High School,8.38,1.54,1.83,5.48,2.04,7.95,5.52,65,298,0,1,Poor,1,18.33,16.8,39.23,49.42497994116074
3885,21,Female,High School,4.99,1.15,0.91,2.2,2.57,5.78,10.24,69,339,1,0,Good,10,6.6,20.13,28.62,52.36694303289649
3886,24,Male,High School,1.19,2.16,0.96,3.38,1.72,7.4,5.05,115,339,0,0,Poor,2,3.27,0.0,3.1,8.45145760898636
3887,17,Other,High School,4.97,1.35,1.74,3.59,2.94,6.14,4.47,125,377,1,1,Good,4,20.37,3.21,34.39,39.1147365605777
3888,16,Male,High School,6.05,0.8,1.33,1.84,0.55,6.47,5.29,141,0,0,1,Poor,5,23.78,13.88,35.12,45.45332976731747
3889,18,Male,High School,3.8,1.86,0.84,3.69,1.85,4.09,5.67,150,429,0,1,Poor,5,9.37,17.43,13.47,27.520727467237226
3890,20,Male,High School,3.82,2.31,3.24,0.81,1.67,8.8,2.54,111,0,1,1,Poor,10,20.19,0.0,30.93,41.695640545600426
3891,19,Male,High School,3.8,2.66,3.04,4.06,2.35,8.07,6.47,129,452,1,0,Average,5,15.82,23.28,20.94,31.02433805830436
3892,19,Male,High School,2.45,2.13,1.93,3.37,2.94,6.57,3.23,87,326,0,0,Good,4,11.93,5.93,11.62,19.65766247659802
3893,23,Male,High School,5.61,0.58,3.24,0.75,3.62,8.72,6.36,58,344,0,1,Good,1,20.54,10.61,30.73,37.978069002407054
3894,17,Male,High School,4.83,1.04,3.51,0.76,0.96,6.93,8.95,66,357,0,0,Poor,6,17.19,26.7,36.17,57.10082909868949
3895,17,Female,High School,3.67,3.28,2.92,3.72,3.13,5.75,7.63,150,7,0,0,Poor,8,8.77,27.49,26.94,33.404653650708745
3896,17,Male,High School,0.8,4.26,2.88,1.6,1.72,7.16,3.4,79,215,0,1,Good,8,10.71,0.0,10.85,20.513506285102967
3897,23,Other,High School,3.25,1.39,3.46,1.55,0.0,7.39,5.27,75,300,0,1,Poor,7,20.14,7.02,17.24,34.514576089863596
3898,18,Female,High School,4.54,3.98,0.0,5.39,0.91,7.97,6.52,76,104,0,0,Poor,5,17.25,0.98,19.97,24.351430863867346
3899,22,Male,High School,9.76,3.27,2.14,1.82,0.96,9.26,8.45,72,201,1,0,Average,6,37.44,0.0,56.72,73.00080235357048
3900,24,Male,High School,5.51,0.44,3.0,3.48,2.25,5.45,7.33,150,179,0,0,Poor,7,9.56,31.01,27.19,51.176785236694315
3901,17,Other,High School,4.65,2.08,0.0,4.84,0.04,7.9,3.18,86,247,0,1,Good,6,20.31,0.0,23.48,26.35731479005082
3902,18,Male,High School,6.49,1.18,3.57,1.31,2.05,6.31,4.96,137,295,0,1,Poor,2,26.25,18.65,27.02,29.56672907194437
3903,23,Female,High School,4.27,1.28,3.1,4.37,3.3,5.58,2.64,143,163,1,1,Poor,4,16.97,18.68,23.51,21.971115271462956
3904,19,Male,High School,4.42,2.55,1.09,4.77,1.7,6.94,4.41,31,383,0,0,Average,1,10.65,15.69,16.02,9.77534100026745
3905,16,Female,High School,5.85,3.78,0.0,4.85,2.3,7.11,10.55,105,375,1,0,Poor,1,10.45,13.11,22.73,45.332976731746456
3906,18,Male,High School,6.24,3.55,2.22,4.9,0.69,7.23,5.27,105,165,1,1,Good,4,18.93,16.3,27.52,40.050815726129976
3907,22,Other,High School,5.3,1.44,2.97,0.0,1.59,6.5,9.27,63,407,1,0,Average,6,22.57,10.41,23.63,35.62449852901845
3908,16,Other,High School,3.04,3.29,2.32,3.54,3.16,5.73,3.8,120,260,0,1,Average,8,7.09,18.11,17.27,24.150842471248996
3909,20,Other,High School,5.66,2.51,1.78,2.74,2.6,7.85,9.66,76,203,0,1,Poor,8,20.23,24.41,34.21,48.007488633324414
3910,23,Female,High School,1.83,1.63,0.0,1.47,2.48,4.73,5.16,29,263,1,1,Poor,4,5.19,5.67,13.08,27.614335383792454
3911,18,Male,High School,1.86,2.06,2.13,2.68,1.53,7.53,6.23,132,165,0,0,Poor,6,6.42,20.34,16.21,21.476330569671035
3912,18,Other,High School,4.94,2.86,2.01,3.49,1.79,6.0,6.83,78,271,1,0,Average,2,21.75,19.08,18.32,38.59320673976999
3913,22,Female,High School,5.97,2.42,3.34,3.88,0.73,6.85,1.6,137,316,0,0,Good,6,17.98,21.38,23.95,43.31372024605509
3914,21,Male,High School,3.95,2.15,0.89,3.68,1.12,6.39,5.47,120,6,1,0,Good,7,14.86,20.02,22.11,38.75367745386467
3915,22,Male,High School,0.0,2.54,1.23,1.17,1.33,6.79,5.4,129,7,0,1,Good,1,4.14,0.0,1.0,1.337255950788981
3916,20,Female,High School,0.0,1.98,0.83,1.45,2.53,8.06,4.35,76,70,1,0,Good,4,0.0,0.0,2.63,13.038245520192564
3917,25,Female,High School,4.23,2.29,0.42,2.37,0.88,6.31,4.44,67,96,1,1,Good,9,20.13,12.1,33.82,54.45306231612731
3918,18,Female,High School,5.15,1.43,1.23,2.19,1.72,7.19,6.39,124,0,1,1,Poor,1,15.11,0.0,25.17,27.814923776410804
3919,16,Other,High School,6.86,3.19,4.29,2.92,2.94,8.45,7.47,99,132,0,1,Poor,5,19.88,28.34,43.44,43.35383792457876
3920,19,Female,High School,0.97,1.94,0.45,1.38,0.85,7.09,4.51,23,116,1,1,Poor,2,0.0,0.0,11.97,8.357849692431131
3921,17,Female,High School,5.36,1.44,3.52,1.87,2.15,5.01,7.03,69,436,1,1,Average,1,12.23,23.65,21.6,33.19069269858251
3922,21,Female,High School,1.71,2.94,1.8,3.47,1.91,6.07,3.52,67,187,0,0,Poor,8,10.73,14.2,16.33,28.710885263439422
3923,22,Other,High School,9.45,2.1,0.78,2.8,3.13,6.2,5.22,7,436,0,0,Average,2,33.49,1.4,45.98,66.54185611125969
3924,20,Female,High School,4.46,2.65,0.0,3.84,0.12,8.64,3.11,103,149,0,0,Poor,6,14.85,0.0,11.92,28.684140144423644
3925,21,Other,High School,3.12,1.95,2.18,3.22,1.39,8.16,5.06,100,165,1,1,Good,5,17.07,5.11,18.19,19.390211286440223
3926,20,Other,High School,2.05,1.87,2.33,1.15,1.18,7.74,3.51,34,0,0,0,Average,7,5.65,0.0,21.37,22.10484086654186
3927,20,Male,High School,4.69,2.73,2.8,2.52,2.45,7.21,2.25,94,197,1,1,Good,6,13.22,0.0,21.78,34.18026210216635
3928,18,Other,High School,2.83,1.8,2.16,2.12,0.89,5.48,7.84,69,136,1,1,Average,8,6.99,11.5,19.15,19.537309441027013
3929,21,Male,High School,5.95,2.47,1.46,4.63,1.73,9.88,3.29,146,267,0,1,Average,10,18.78,6.5,38.37,53.20941428189355
3930,18,Female,High School,5.7,2.21,1.94,2.87,2.79,6.09,7.73,68,403,0,0,Poor,6,18.95,28.67,34.73,57.06071142016582
3931,17,Other,High School,5.76,0.21,0.91,3.68,0.0,7.57,6.24,22,114,0,0,Average,7,10.88,7.08,38.86,52.514041187483286
3932,21,Male,High School,3.39,3.09,1.26,3.73,1.26,9.14,9.55,102,226,1,1,Average,3,13.49,3.15,10.35,6.886868146563252
3933,19,Other,High School,3.64,3.51,0.21,2.65,0.61,6.69,8.53,62,304,1,1,Good,1,9.16,2.71,25.49,13.760363733618613
3934,23,Other,High School,6.18,2.4,0.54,4.9,2.83,6.78,9.39,87,220,1,0,Average,3,15.56,30.57,23.93,42.711955068200055
3935,17,Other,High School,5.63,1.62,1.65,3.19,0.57,7.54,6.21,44,283,0,1,Good,7,19.49,0.0,29.57,46.3225461353303
3936,17,Female,High School,7.83,3.59,0.85,1.85,0.0,8.64,10.67,0,132,1,0,Average,8,28.52,0.0,41.23,78.10912008558437
3937,22,Male,High School,2.18,0.17,0.77,4.8,1.56,8.36,7.4,64,341,0,0,Good,3,0.75,10.84,10.46,12.998127841668897
3938,21,Male,High School,3.18,1.19,2.01,0.31,2.46,6.27,6.06,79,107,1,1,Average,2,12.62,14.67,15.7,13.680128376571277
3939,17,Female,High School,2.58,0.85,2.5,5.72,0.25,6.21,7.7,114,240,0,0,Good,9,0.0,20.83,12.49,27.467237229205672
3940,23,Other,High School,0.63,2.02,1.43,3.04,2.49,5.52,1.0,80,210,1,1,Poor,1,0.0,3.37,4.93,1.337255950788981
3941,18,Female,High School,3.92,2.21,1.51,4.03,2.71,8.37,10.4,83,323,0,1,Average,1,5.73,17.3,12.38,18.96228938218775
3942,16,Male,High School,1.2,4.68,2.42,3.03,1.47,6.89,6.9,61,259,1,0,Good,3,8.74,21.3,4.03,14.977266648836588
3943,20,Male,High School,2.67,1.54,3.15,1.23,1.5,7.39,1.56,68,270,1,0,Average,4,9.51,0.0,16.48,32.25461353303022
3944,17,Male,High School,4.8,3.5,0.76,3.01,2.66,7.94,4.26,94,98,1,1,Poor,5,19.18,0.08,24.14,42.13693500936079
3945,18,Other,High School,8.73,1.65,0.0,1.2,1.11,7.0,7.35,127,359,0,1,Good,10,27.26,4.74,64.13,78.09574752607648
3946,25,Male,High School,5.55,2.75,0.86,1.96,3.36,7.24,1.86,93,70,1,1,Poor,3,17.42,0.0,27.12,37.57689221717037
3947,21,Female,High School,2.85,2.26,2.72,4.67,1.27,5.22,5.79,63,26,0,0,Average,2,0.0,19.74,11.87,8.50494784701792
3948,20,Male,High School,6.62,0.52,2.62,2.55,1.03,7.63,9.87,63,325,1,0,Poor,2,28.83,19.19,32.42,52.39368815191228
3949,19,Other,High School,7.75,2.18,0.34,3.6,2.02,7.5,8.34,150,146,1,1,Good,5,22.07,1.16,32.37,57.916555228670774
3950,20,Female,High School,0.43,2.0,0.06,4.33,1.01,8.15,6.33,122,135,0,0,Poor,3,0.0,6.89,1.0,4.546670232682535
3951,20,Female,High School,4.88,2.98,0.0,1.88,3.49,7.62,6.05,69,0,0,0,Average,3,20.9,0.0,22.81,45.89462423107783
3952,18,Female,High School,2.73,2.05,3.97,2.31,1.03,7.74,9.63,63,310,1,1,Average,7,10.88,35.58,18.14,28.898101096549876
3953,24,Other,High School,5.21,2.14,3.45,3.62,3.02,6.53,7.78,56,341,1,1,Average,2,19.87,41.01,16.32,32.86975127039315
3954,24,Female,High School,2.37,1.92,2.98,2.67,0.02,7.96,7.99,0,206,0,0,Average,10,8.25,14.09,17.55,15.913345814388874
3955,25,Other,High School,3.87,1.01,1.61,2.71,0.6,7.29,5.47,136,0,0,0,Average,7,8.25,0.0,15.78,33.270928055629845
3956,19,Male,High School,2.19,0.57,3.23,1.68,1.61,9.19,7.64,150,354,0,1,Good,5,1.48,2.4,13.03,22.760096282428457
3957,18,Male,High School,3.61,3.0,1.15,4.7,2.71,7.16,7.34,86,299,1,0,Good,2,6.1,20.56,8.75,26.04974592136935
3958,19,Female,High School,4.45,3.06,0.11,4.62,1.3,6.41,1.0,80,451,0,0,Poor,1,16.53,2.0,10.89,25.18052955335651
3959,23,Male,High School,1.05,2.17,4.08,2.99,0.66,5.33,8.97,100,352,1,1,Good,2,6.08,43.37,1.0,1.337255950788981
3960,20,Male,High School,3.95,2.53,1.51,3.65,3.14,4.0,5.42,91,0,1,0,Average,10,5.18,33.99,28.2,46.17544798074352
3961,21,Other,High School,4.33,1.68,3.68,1.33,1.46,7.12,1.79,40,59,1,0,Average,5,22.83,0.0,28.7,28.443434073281626
3962,16,Male,High School,4.57,1.71,0.8,2.53,0.67,8.07,6.51,88,234,0,1,Good,3,13.94,0.0,28.61,52.00588392618347
3963,21,Male,High School,7.01,2.76,3.53,2.81,2.49,6.47,5.37,141,96,1,0,Poor,9,20.0,29.74,48.45,63.9074618882054
3964,22,Other,High School,3.77,2.09,1.33,3.97,1.04,6.28,7.28,82,26,1,1,Poor,5,10.51,11.39,20.42,32.74939823482214
3965,20,Male,High School,1.77,2.31,0.0,2.6,1.38,7.65,5.57,29,462,0,1,Average,7,1.65,13.87,8.88,3.450120353035571
3966,19,Male,High School,2.01,2.86,4.11,4.12,0.84,8.65,3.46,32,273,1,0,Average,9,1.79,10.64,20.98,19.015779620219313
3967,18,Other,High School,3.14,0.91,1.98,3.36,1.06,8.96,10.51,41,66,1,0,Good,2,22.07,16.25,19.38,24.645627173040918
3968,23,Other,High School,1.68,2.14,2.34,4.97,2.37,6.18,6.58,53,307,0,1,Average,10,3.53,37.72,10.45,15.980208611928322
3969,20,Other,High School,6.35,2.98,2.41,2.18,2.0,7.28,8.7,103,95,0,1,Average,5,24.01,16.18,33.43,46.17544798074352
3970,18,Other,High School,7.18,3.21,3.96,3.59,3.56,8.4,7.53,150,0,1,1,Average,5,27.64,18.4,36.05,48.50227333511635
3971,17,Male,High School,2.13,3.98,2.01,4.4,2.1,8.48,8.03,51,319,0,0,Average,7,3.54,13.39,17.48,25.18052955335651
3972,17,Female,High School,7.32,2.78,2.35,2.56,0.9,6.21,10.56,87,0,0,1,Average,10,29.63,28.12,39.41,62.1957742711955
3973,20,Other,High School,2.19,2.14,2.65,2.28,0.95,6.26,10.55,72,174,1,0,Average,4,9.8,39.61,3.24,1.337255950788981
3974,19,Other,High School,5.93,0.5,1.94,2.51,2.27,4.27,9.42,133,410,1,0,Good,1,11.98,31.44,28.95,40.8130516180797
3975,18,Female,High School,2.92,2.42,2.38,3.33,2.47,6.45,12.63,40,227,0,1,Poor,9,1.5,38.25,17.41,38.68681465632522
3976,18,Male,High School,7.9,1.42,2.05,5.27,2.34,7.71,11.44,150,0,0,1,Average,9,20.21,46.21,46.96,63.21208879379514
3977,18,Other,High School,3.72,1.71,0.98,4.01,1.67,7.94,8.03,78,500,0,1,Poor,6,10.09,14.92,27.01,35.704733886065796
3978,22,Female,High School,5.26,1.45,2.69,2.86,1.1,8.04,4.27,47,137,1,0,Poor,2,21.83,0.0,25.71,41.61540518855309
3979,21,Male,High School,4.1,2.0,2.32,3.74,3.14,7.08,8.34,62,413,0,0,Average,9,12.65,11.04,31.8,36.13265579031826
3980,18,Male,High School,7.21,4.07,1.12,4.25,0.88,7.24,4.7,121,59,0,1,Good,10,24.26,3.42,49.78,56.33859320673977
3981,17,Other,High School,4.18,1.45,0.19,2.63,1.33,7.93,3.77,97,117,0,1,Good,8,15.48,0.0,37.09,60.3637336186146
3982,20,Female,High School,5.51,1.12,0.1,0.8,0.74,6.15,4.4,110,213,0,0,Poor,4,24.2,0.0,28.1,28.510296870821072
3983,18,Male,High School,5.06,2.84,3.03,4.5,2.32,4.35,6.43,112,240,1,0,Average,2,21.38,20.79,10.73,23.18801818668093
3984,17,Male,High School,4.61,2.98,2.47,3.16,1.82,6.42,5.66,0,277,0,0,Average,6,13.15,16.95,23.4,30.542925916020323
3985,18,Male,High School,4.92,1.33,2.99,1.86,0.0,5.09,8.44,93,349,0,1,Good,7,18.47,9.9,28.18,34.715164482481946
3986,16,Female,High School,1.63,2.37,3.77,2.33,1.39,7.07,4.17,116,100,0,0,Good,7,3.82,17.49,22.08,20.165819737897834
3987,19,Other,High School,7.22,1.57,0.81,5.12,1.28,5.82,3.79,113,48,1,0,Poor,7,16.36,18.85,31.93,35.63787108852634
3988,16,Male,High School,6.65,2.05,4.33,3.53,1.79,6.73,5.62,90,248,1,1,Average,4,16.52,23.96,29.49,52.50066862797539
3989,20,Female,High School,6.09,0.93,2.24,1.92,1.54,4.0,7.12,137,134,0,1,Good,10,23.33,20.98,39.43,51.270393153249536
3990,22,Other,High School,5.28,3.71,1.18,1.03,2.23,6.81,7.08,68,404,1,1,Good,6,20.99,2.05,31.13,36.253008825889275
3991,23,Male,High School,2.72,1.86,1.33,3.88,0.64,5.26,6.7,106,363,0,0,Good,5,6.42,16.43,18.52,18.18668093073014
3992,21,Other,High School,5.9,1.18,1.73,3.0,2.47,7.35,6.98,79,187,1,1,Average,2,14.77,5.17,29.78,38.40599090665953
3993,19,Male,High School,6.7,2.07,3.4,4.29,0.0,5.46,10.85,13,269,1,0,Average,7,24.27,34.5,34.77,46.89756619416956
3994,19,Male,High School,2.09,2.15,1.83,1.88,1.56,8.43,9.9,72,334,1,0,Good,8,1.29,4.48,28.51,34.982615672639746
3995,17,Female,High School,6.28,1.19,2.15,3.26,1.76,5.91,7.44,117,500,0,1,Good,8,19.61,21.22,35.66,59.42765445306232
3996,16,Other,High School,4.11,2.22,1.16,4.64,1.4,6.06,7.18,76,296,0,0,Average,4,14.58,12.39,18.84,25.434608184006418
3997,21,Female,High School,7.32,0.44,3.4,5.95,1.41,7.92,10.89,72,465,1,0,Good,3,16.93,42.25,30.14,47.780155121690285
3998,25,Other,High School,3.88,2.45,3.33,2.54,2.39,6.27,2.83,100,406,0,0,Poor,4,15.63,10.38,17.2,25.153784434340732
3999,19,Female,High School,4.54,4.76,2.79,1.92,1.56,7.11,9.35,114,89,1,1,Average,8,20.76,10.14,27.28,38.15191227600963
4000,22,Female,High School,6.39,2.36,1.8,2.42,1.55,5.41,5.29,123,320,0,1,Poor,5,27.85,14.51,35.37,49.21101898903449
4001,19,Female,High School,5.07,1.66,3.25,3.28,1.85,7.04,5.92,65,265,0,0,Good,2,23.57,0.0,29.59,39.168226798609254
4002,22,Male,High School,4.93,0.83,0.3,2.77,0.53,5.57,7.47,93,210,0,1,Poor,3,7.52,1.84,26.27,23.228135865204603
4003,23,Female,High School,4.64,2.18,2.6,3.86,2.58,8.21,6.74,118,223,0,0,Poor,7,16.98,15.87,24.34,26.35731479005082
4004,17,Female,High School,6.93,2.21,1.67,2.58,1.73,7.75,12.11,29,0,1,1,Average,3,20.22,21.96,34.46,44.98529018454132
4005,21,Female,High School,4.89,2.4,3.47,3.84,0.82,4.8,4.64,111,256,0,0,Good,10,10.99,11.42,30.97,53.0088258892752
4006,17,Other,High School,1.29,1.75,1.76,2.35,3.16,6.9,4.22,54,210,1,1,Good,1,6.16,9.64,8.37,9.574752607649103
4007,21,Other,High School,4.12,2.11,0.76,5.93,1.27,5.34,5.38,106,400,1,1,Poor,4,17.65,27.88,20.22,36.253008825889275
4008,19,Other,High School,3.96,1.88,4.16,0.15,0.5,8.98,11.84,107,496,1,1,Good,7,12.22,9.53,28.03,43.621289114736555
